secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
39,85,0,0.00797,0,0,165,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
40,86,0,0.00806,0,0,154,64.4,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
41,85,0,0.00813,0,0,158,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
42,86,0,0.00818,0,0,163,64.4,4.47819,51.5453,0,0,17,0,-255,80,0,18.5,0,0,0,0,0
43,86,0,0.00828,0,0,163,64.6,4.47819,51.5453,0,0,17,0,-255,80,0,18.5,0,0,0,0,0
44,85,0,0.00837,0,0,156,64.4,4.47819,51.5453,0,0,17,0,-255,80,0,18.5,0,0,0,0,0
45,85,0,0.00837,0,0,172,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
46,86,0,0.00837,0,0,195,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
47,86,0,0.00837,0,0,185,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
48,86,0,0.00837,0,0,172,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
49,86,0,0.00837,0,0,161,64.6,4.47819,51.5453,0,0,17,0,-255,82.5,0,21,0,0,0,0,0
50,86,0,0.00837,0,0,159,64.6,4.47819,51.5453,0,0,17,0,-255,82.5,0,21,0,0,0,0,0
51,86,0,0.00843,0,0,159,64.6,4.47819,51.5453,0,0,17,0,-255,80,0,19,0,0,0,0,0
52,86,0,0.00843,0,0,164,64.6,4.47819,51.5453,0,0,17,0,-255,80,0,19,0,0,0,0,0
53,85,0,0.00843,0,0,176,64.4,4.47819,51.5453,0,0,17,0,-255,84.5,0,20.5,0,0,0,0,0
54,86,0,0.00847,0,0,179,64.6,4.47819,51.5453,0,0,17,0,-255,84.5,0,20.5,0,0,0,0,0
55,86,0,0.00847,0,0,166,64.6,4.47819,51.5453,0,0,17,0,-255,84.5,0,20.5,0,0,0,0,0
56,86,0,0.00848,0,0,169,64.6,4.47819,51.5453,0,0,17,0,-255,84,0,21,0,0,0,0,0
57,86,0,0.00854,0,0,172,64.6,4.47819,51.5453,0,0,17,0,-255,84,0,21,0,0,0,0,0
58,87,0,0.00863,0,0,172,64.6,4.47819,51.5453,0,0,17,0,-255,84.5,0,20.5,0,0,0,0,0
59,87,0,0.00867,0,0,172,64.6,4.47819,51.5453,0,0,17,0,-255,84.5,0,20.5,0,0,0,0,0
60,88,0,0.00873,0,0,176,64.6,4.47819,51.5453,0,0,17,0,-255,84.5,0,20.5,0,0,0,0,0
61,88,0,0.00883,0,0,177,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
62,90,0,0.00891,0,0,176,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
63,90,0,0.00901,0,0,177,64.8,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
64,87,0,0.00906,0,0,177,64.6,4.47819,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
65,87,0,0.00912,0,0,157,64.6,4.47819,51.5453,0,0,17,0,-255,74,0,17,0,0,0,0,0
66,87,0,0.0092,0,0,175,64.6,4.47819,51.5453,0,0,17,0,-255,74,0,17,0,0,0,0,0
67,88,0,0.00924,0,0,175,64.8,4.47819,51.5453,0,0,17,0,-255,82,0,20.5,0,0,0,0,0
68,88,0,0.00929,0,0,168,64.6,4.47819,51.5453,0,0,17,0,-255,82,0,20.5,0,0,0,0,0
69,88,0,0.00936,0,0,166,64.6,4.47818,51.5453,0,0,17,0,-255,82,0,20.5,0,0,0,0,0
70,89,0,0.00936,0,0,163,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
71,89,0,0.00936,0,0,174,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
72,89,0,0.00936,0,0,174,64.8,4.47818,51.5453,0,0,16,0,-255,82.5,0,19,0,0,0,0,0
73,89,0,0.00937,0,0,173,64.6,4.47818,51.5453,0,0,16,0,-255,82.5,0,19,0,0,0,0,0
74,88,0,0.00937,0,0,173,64.6,4.47818,51.5453,0,0,16,0,-255,82.5,0,19,0,0,0,0,0
75,89,0,0.00937,0,0,172,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
76,87,0,0.00937,0,0,170,64.8,4.47818,51.5453,0,0,16,0,-255,78,0,17.5,0,0,0,0,0
77,88,0,0.00937,0,0,172,64.6,4.47818,51.5453,0,0,16,0,-255,78,0,17.5,0,0,0,0,0
78,88,0,0.00937,0,0,168,64.6,4.47818,51.5453,0,0,16,0,-255,77,0,18.5,0,0,0,0,0
79,88,0,0.00937,0,0,168,64.6,4.47818,51.5453,0,0,16,0,-255,77,0,18.5,0,0,0,0,0
80,89,0,0.00937,0,0,168,64.6,4.47818,51.5453,0,0,16,0,-255,77,0,18.5,0,0,0,0,0
81,89,0,0.00938,0,0,170,64.6,4.47818,51.5453,0,0,16,0,-255,77,0,18.5,0,0,0,0,0
82,89,0,0.00938,0,0,171,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
83,89,0,0.00939,0,0,171,64.6,4.47818,51.5453,0,0,16,0,-255,79.5,0,20,0,0,0,0,0
84,89,0,0.00939,0,0,184,64.4,4.47818,51.5453,0,0,16,0,-255,79.5,0,20,0,0,0,0,0
85,89,0,0.00939,0,0,184,64.6,4.47818,51.5453,0,0,16,0,-255,73.5,0,18,0,0,0,0,0
86,89,0,0.00939,0,0,184,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
87,91,0,0.00939,0,0,198,64.4,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
88,91,0,0.0094,0,0,183,64.4,4.47818,51.5453,0,0,16,0,-255,79,0,18.5,0,0,0,0,0
89,90,0,0.0094,0,0,191,64.4,4.47818,51.5453,0,0,16,0,-255,79,0,18.5,0,0,0,0,0
90,91,0,0.0094,0,0,182,64.6,4.47818,51.5453,0,0,16,0,-255,81,0,19,0,0,0,0,0
91,90,0,0.0094,0,0,172,64.6,4.47818,51.5453,0,0,17,0,-255,81,0,19,0,0,0,0,0
92,90,0,0.0094,0,0,170,64.6,4.47818,51.5453,0,0,17,0,-255,83.5,0,20.5,0,0,0,0,0
93,90,0,0.0094,0,0,174,64.4,4.47818,51.5453,0,0,17,0,-255,83.5,0,20.5,0,0,0,0,0
94,91,0,0.0094,0,0,169,64.6,4.47818,51.5453,0,0,17,0,-255,77.5,0,19.5,0,0,0,0,0
95,89,0,0.0094,0,0,168,64.4,4.47818,51.5453,0,0,17,0,-255,77.5,0,19.5,0,0,0,0,0
96,90,0,0.0094,0,0,179,64.4,4.47818,51.5453,0,0,17,0,-255,77.5,0,19.5,0,0,0,0,0
97,89,0,0.0094,0,0,182,64.6,4.47818,51.5453,0,0,17,0,-255,77.5,0,19.5,0,0,0,0,0
98,90,0,0.00941,0,0,192,64.4,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
99,89,0,0.00941,0,0,194,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
100,89,0,0.00941,0,0,170,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
101,89,0,0.00941,0,0,169,64.4,4.47818,51.5453,0,0,17,0,-255,79,0,18.5,0,0,0,0,0
102,89,0,0.00941,0,0,169,64.6,4.47818,51.5453,0,0,17,0,-255,79,0,18.5,0,0,0,0,0
103,90,0,0.00941,0,0,169,64.6,4.47818,51.5453,0,0,17,0,-255,79,0,18.5,0,0,0,0,0
104,91,0,0.00941,0,0,164,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
105,90,0,0.00944,0,0,171,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
106,90,0,0.00944,0,0,179,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
107,92,0,0.00945,0,0,179,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
108,91,0,0.00945,0,0,176,64.6,4.47818,51.5453,0,0,17,0,-255,75.5,0,17,0,0,0,0,0
109,90,0,0.00945,0,0,171,64.6,4.47818,51.5453,0,0,17,0,-255,75.5,0,17,0,0,0,0,0
110,92,0,0.00946,0,0,176,64.8,4.47818,51.5453,0,0,17,0,-255,75.5,0,17,0,0,0,0,0
111,92,0,0.00947,0,0,190,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
112,93,0,0.00947,0,0,188,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
113,93,0,0.00948,0,0,189,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
114,93,0,0.00948,0,0,189,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
115,93,0,0.00948,0,0,186,64.6,4.47818,51.5453,0,0,17,0,-255,77.5,0,16.5,0,0,0,0,0
116,93,0,0.00948,0,0,186,64.6,4.47818,51.5453,0,0,17,0,-255,77.5,0,16.5,0,0,0,0,0
117,93,0,0.00948,0,0,184,64.6,4.47818,51.5453,0,0,17,0,-255,77.5,0,18,0,0,0,0,0
118,93,0,0.00948,0,0,184,64.6,4.47818,51.5453,0,0,17,0,-255,77.5,0,18,0,0,0,0,0
119,92,0,0.00948,0,0,179,64.6,4.47818,51.5453,0,0,17,0,-255,77.5,0,18,0,0,0,0,0
120,92,0,0.00948,0,0,177,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
121,92,0,0.00948,0,0,177,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
122,92,0,0.00948,0,0,177,64.6,4.47818,51.5453,0,0,17,0,-255,81,0,19,0,0,0,0,0
123,94,0,0.00948,0,0,178,64.6,4.47818,51.5453,0,0,17,0,-255,81,0,19,0,0,0,0,0
124,92,0,0.00949,0,0,184,64.6,4.47818,51.5453,0,0,17,0,-255,81,0,19,0,0,0,0,0
125,93,0,0.0095,0,0,196,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
126,94,0,0.0095,0,0,199,64.6,4.47818,51.5453,0,0,17,0,-255,78.5,0,19.5,0,0,0,0,0
127,93,0,0.0095,0,0,192,64.6,4.47818,51.5453,0,0,17,0,-255,78.5,0,19.5,0,0,0,0,0
128,94,0,0.00951,0,0,193,64.6,4.47818,51.5453,0,0,17,0,-255,78.5,0,19.5,0,0,0,0,0
129,93,0,0.00952,0,0,196,64.6,4.47818,51.5453,0,0,17,0,-255,78.5,0,19.5,0,0,0,0,0
130,93,0,0.00952,0,0,177,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
131,92,0,0.00953,0,0,184,64.8,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
132,93,0,0.00953,0,0,180,64.8,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
133,92,0,0.00953,0,0,172,64.6,4.47818,51.5453,0,0,17,0,-255,0,0,0,0,0,0,0,0
134,93,0,0.00955,0,0,192,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
135,93,0,0.00955,0,0,190,64.8,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
136,93,0,0.00955,0,0,190,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
137,93,0,0.00956,0,0,182,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
138,94,0,0.00957,0,0,183,64.6,4.47818,51.5453,0,0,16,0,-255,76,0,17,0,0,0,0,0
139,93,0,0.00958,0,0,184,64.6,4.47818,51.5453,0,0,16,0,-255,76,0,17,0,0,0,0,0
140,93,0,0.00959,0,0,188,64.6,4.47818,51.5453,0,0,16,0,-255,76,0,17,0,0,0,0,0
141,94,0,0.00959,0,0,194,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
142,94,0,0.0096,0,0,180,64.6,4.47818,51.5453,0,0,16,0,-255,75.5,0,18,0,0,0,0,0
143,93,0,0.0096,0,0,185,64.6,4.47818,51.5453,0,0,16,0,-255,75.5,0,18,0,0,0,0,0
144,94,0,0.00961,0,0,183,64.4,4.47818,51.5453,0,0,16,0,-255,75.5,0,18,0,0,0,0,0
145,93,0,0.00962,0,0,194,64.6,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
146,94,0,0.00962,0,0,190,64.4,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
147,93,0,0.00964,0,0,192,64.6,4.47818,51.5453,0,0,16,0,-255,79,0,18.5,0,0,0,0,0
148,93,0,0.00965,0,0,188,64.4,4.47818,51.5453,0,0,16,0,-255,79,0,18.5,0,0,0,0,0
149,93,0,0.00968,0,0,194,64.6,4.47818,51.5453,0,0,16,0,-255,78,0,18.5,0,0,0,0,0
150,93,0,0.00974,0,0,194,64.6,4.47818,51.5453,0,0,16,0,-255,78,0,18.5,0,0,0,0,0
151,94,0,0.00974,0,0,194,64.6,4.47818,51.5453,0,0,16,0,-255,78,0,18.5,0,0,0,0,0
152,94,0,0.00974,0,0,179,64.6,4.47818,51.5453,0,0,16,0,-255,77,0,18,0,0,0,0,0
153,94,0,0.00974,0,0,177,64.6,4.47818,51.5453,0,0,16,0,-255,77,0,18,0,0,0,0,0
154,94,0,0.00974,0,0,183,64.6,4.47818,51.5453,0,0,16,0,-255,77,0,18.5,0,0,0,0,0
155,93,0,0.00974,0,0,183,64.4,4.47818,51.5453,0,0,16,0,-255,77,0,18.5,0,0,0,0,0
156,92,0,0.00974,0,0,177,64.4,4.47817,51.5453,0,0,16,0,-255,76.5,0,18,0,0,0,0,0
157,93,0,0.00974,0,0,181,64.4,4.47817,51.5453,0,0,16,0,-255,76.5,0,18,0,0,0,0,0
158,93,0,0.00974,0,0,179,64.4,4.47817,51.5453,0,0,16,0,-255,75,0,17,0,0,0,0,0
159,92,0,0.00975,0,0,178,64.4,4.47817,51.5453,0,0,16,0,-255,75,0,17,0,0,0,0,0
160,92,0,0.00976,0,0,185,64.4,4.47817,51.5453,0,0,16,0,-255,75,0,17,0,0,0,0,0
161,93,0,0.00976,0,0,185,64.4,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
162,94,0,0.00977,0,0,202,64.4,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
163,94,0,0.00977,0,0,200,64.2,4.47817,51.5453,0,0,16,0,-255,75.5,0,19.5,0,0,0,0,0
164,93,0,0.00978,0,0,203,64.2,4.47817,51.5453,0,0,16,0,-255,75.5,0,19.5,0,0,0,0,0
165,99,0,0.0098,0,0,209,64.2,4.47817,51.5453,0,0,16,0,-255,78.5,0,19,0,0,0,0,0
166,95,0,0.00984,0,0,162,64.2,4.47817,51.5453,0,0,16,0,-255,78.5,0,19,0,0,0,0,0
167,96,0,0.00984,0,0,182,64.2,4.47817,51.5453,0,0,16,0,-255,78.5,0,19,0,0,0,0,0
168,95,0,0.00984,0,0,185,64.2,4.47817,51.5453,0,0,16,0,-255,73.5,0,16.5,0,0,0,0,0
169,95,0,0.00985,0,0,181,64.2,4.47817,51.5453,0,0,16,0,-255,73.5,0,16.5,0,0,0,0,0
170,94,0,0.00987,0,0,175,64.2,4.47817,51.5453,0,0,16,0,-255,73.5,0,16.5,0,0,0,0,0
171,95,0,0.00992,0,0,177,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
172,95,0,0.00997,0,0,187,64.2,4.47817,51.5453,0,0,16,0,-255,83.5,0,20.5,0,0,0,0,0
173,95,0,0.01,0,0,175,64.2,4.47817,51.5453,0,0,16,0,-255,83.5,0,20.5,0,0,0,0,0
174,95,0,0.01002,0,0,185,64.2,4.47817,51.5453,0,0,16,0,-255,77,0,18,0,0,0,0,0
175,95,0,0.01004,0,0,187,64.2,4.47817,51.5453,0,0,16,0,-255,77,0,18,0,0,0,0,0
176,96,0,0.01004,0,0,194,64.2,4.47817,51.5453,0,0,16,0,-255,77,0,18,0,0,0,0,0
177,96,0,0.01004,0,0,207,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
178,96,0,0.01004,0,0,205,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
179,96,0,0.01004,0,0,201,64.2,4.47817,51.5453,0,0,16,0,-255,66.5,0,16,0,0,0,0,0
180,94,0,0.01004,0,0,198,64.2,4.47817,51.5453,0,0,16,0,-255,66.5,0,16,0,0,0,0,0
181,95,0,0.01004,0,0,201,64.2,4.47817,51.5453,0,0,16,0,-255,66.5,0,16,0,0,0,0,0
182,95,0,0.01004,0,0,199,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
183,95,0,0.01005,0,0,199,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
184,95,0,0.01006,0,0,199,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
185,95,0,0.01006,0,0,181,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
186,94,0,0.01008,0,0,181,64.2,4.47817,51.5453,0,0,16,0,-255,76.5,0,17.5,0,0,0,0,0
187,94,0,0.0101,0,0,174,64.2,4.47817,51.5453,0,0,16,0,-255,76.5,0,17.5,0,0,0,0,0
188,94,0,0.0101,0,0,185,64.2,4.47817,51.5453,0,0,16,0,-255,76.5,0,17.5,0,0,0,0,0
189,94,0,0.0101,0,0,181,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
190,94,0,0.0101,0,0,168,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
191,94,0,0.01011,0,0,178,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
192,94,0,0.01013,0,0,180,64.2,4.47817,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
193,95,0,0.01015,0,0,203,64.2,4.47817,51.5453,0,0,16,0,-255,77,0,19.5,0,0,0,0,0
194,96,0,0.01018,0,0,200,64.2,4.47817,51.5453,0,0,16,0,-255,77,0,19.5,0,0,0,0,0
195,97,0,0.01019,0,0,199,64.2,4.47817,51.5453,0,0,16,0,-255,78.5,0,19.5,0,0,0,0,0
196,96,0,0.0102,0,0,200,64.2,4.47817,51.5453,0,0,16,0,-255,78.5,0,19.5,0,0,0,0,0
197,97,0,0.0102,0,0,207,64.2,4.47817,51.5453,0,0,16,0,-255,75,0,18.5,0,0,0,0,0
198,97,0,0.0102,0,0,195,64.2,4.47817,51.5453,0,0,16,0,-255,75,0,18.5,0,0,0,0,0
199,97,0,0.01021,0,0,199,64.2,4.47817,51.5453,0,0,16,0,-255,75,0,18.5,0,0,0,0,0
200,98,0,0.01021,0,0,208,64.2,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
201,97,0,0.01021,0,0,213,64.2,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
202,99,0,0.01021,0,0,195,64.2,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
203,97,0,0.01021,0,0,197,64.2,4.47818,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
204,97,0,0.01024,0,0,201,64.2,4.47818,51.5453,0,0,16,0,-255,75.5,0,17,0,0,0,0,0
205,97,0,0.01026,0,0,201,64.2,4.47818,51.5453,0,0,16,0,-255,75.5,0,17,0,0,0,0,0
206,97,0,0.01027,0,0,194,64,4.47818,51.5453,0,0,16,0,-255,75.5,0,17,0,0,0,0,0
207,97,0,0.01027,0,0,197,64,4.47819,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
208,97,0,0.01027,0,0,189,64.2,4.47819,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
209,97,0,0.01029,0,0,184,64.2,4.47819,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
210,97,0,0.01031,0,0,189,64.2,4.47819,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
211,97,0,0.01032,0,0,189,64.2,4.47819,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
212,97,0,0.01034,0,0,193,64.2,4.47819,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
213,97,0,0.01034,0,0,208,64.2,4.47819,51.5453,0,0,16,0,-255,81,0,19,0,0,0,0,0
214,97,0,0.01035,0,0,208,64.2,4.47819,51.5453,0,0,16,0,-255,81,0,19,0,0,0,0,0
215,98,0,0.01035,0,0,208,64.2,4.47819,51.5453,0,0,16,0,-255,81,0,19,0,0,0,0,0
216,97,0,0.01035,0,0,199,64.2,4.47819,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
217,97,0,0.01035,0,0,202,64.2,4.4782,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
218,97,0,0.01035,0,0,197,64.2,4.4782,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
219,98,0,0.01035,0,0,188,64.2,4.4782,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
220,96,0,0.01035,0,0,192,64.2,4.4782,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
221,96,0,0.01035,0,0,187,64.2,4.4782,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
222,96,0,0.01035,0,0,181,64.2,4.4782,51.5453,0,0,16,0,-255,81.5,0,20,0,0,0,0,0
223,96,0,0.01035,0,0,195,64.2,4.4782,51.5453,0,0,16,0,-255,81.5,0,20,0,0,0,0,0
224,97,0,0.01035,0,0,189,64.2,4.47821,51.5453,0,0,16,0,-255,81.5,0,20,0,0,0,0,0
225,97,0,0.01035,0,0,185,64.2,4.47821,51.5453,0,0,16,0,-255,81,0,21.5,0,0,0,0,0
226,97,0,0.01035,0,0,185,64.2,4.47821,51.5453,0,0,16,0,-255,81,0,21.5,0,0,0,0,0
227,97,0,0.01035,0,0,196,64.2,4.47821,51.5453,0,0,16,0,-255,79.5,0,20,0,0,0,0,0
228,96,0,0.01035,0,0,196,64.2,4.47821,51.5453,0,0,16,0,-255,79.5,0,20,0,0,0,0,0
229,98,0,0.01035,0,0,189,64.2,4.47821,51.5453,0,0,16,0,-255,79.5,0,20,0,0,0,0,0
230,97,0,0.01035,0,0,199,64.2,4.47821,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
231,97,0,0.01035,0,0,205,64.2,4.47821,51.5453,0,0,16,0,-255,0,0,0,0,0,0,0,0
232,96,0,0.01035,0,0,199,64.2,4.47821,51.5453,0,0,16,0,-255,79.5,0,19.5,0,0,0,0,0
233,97,0,0.01035,0,0,202,64.2,4.47821,51.5453,0,0,16,0,-255,79.5,0,19.5,0,0,0,0,0
234,97,0,0.01035,0,0,213,64.2,4.47821,51.5453,0,0,16,0,-255,80.5,0,20,0,0,0,0,0
235,98,0,0.01035,0,0,200,64.2,4.47821,51.5453,0,0,16,0,-255,80.5,0,20,0,0,0,0,0
236,97,0,0.01035,0,0,187,64.2,4.47821,51.5453,0,0,16,0,-255,79.5,0,20,0,0,0,0,0
237,96,0,0.01035,0,0,193,64.2,4.47821,51.5453,0,0,16,0,-255,79.5,0,20,0,0,0,0,0
